GENE	BF
OGFR	-8.311
OGFRL1	-6.662
OGG1	-9.017
OGN	-8.368
OGT	12.201
OIP5	4.284
OIT3	-8.237
OLA1	-3.181
OLAH	-7.519
OLFM1	-8.370
OLFM2	-6.772
OLFM3	-13.052
OLFM4	-7.162
OLFML1	-9.203
OLFML2A	-9.109
OLFML2B	-6.504
OLFML3	-4.641
OLIG1	-9.085
OLIG2	-6.493
OLIG3	0.996
OLR1	-8.302
OMA1	-6.118
OMD	-6.557
OMG	-9.061
OMP	-6.964
ONECUT1	-5.093
ONECUT2	-3.326
ONECUT3	-8.809
OOEP	-6.506
OPA1	11.751
OPA3	-4.891
OPALIN	-10.609
OPCML	-9.139
OPHN1	-5.869
OPN1LW	-3.739
OPN1SW	-9.825
OPN3	-10.963
OPN4	-5.623
OPN5	-10.793
OPRD1	-5.328
OPRK1	-14.761
OPRL1	-9.005
OPRM1	-10.863
OPTC	-8.119
OPTN	-11.527
OR10A2	-12.708
OR10A3	-12.625
OR10A4	-12.973
OR10A5	-14.253
OR10A6	-12.056
OR10A7	-11.015
OR10AD1	-5.947
OR10AG1	-13.029
OR10C1	-14.326
OR10D3	-9.916
OR10G2	-5.810
OR10G3	-12.969
OR10G4	-10.379
OR10G6	-7.207
OR10G7	-12.667
OR10G8	-13.096
OR10H1	-6.768
OR10H2	-11.491
OR10H3	-13.097
OR10H4	-11.066
OR10H5	-10.547
OR10J1	-13.989
OR10J3	-6.790
OR10J5	-10.439
OR10K1	-13.212
OR10K2	-12.218
OR10P1	-5.485
OR10Q1	-2.157
OR10R2	-11.253
OR10S1	-12.923
OR10T2	-11.591
OR10V1	-5.957
OR10W1	-6.377
OR10X1	-10.815
OR10Z1	-8.552
OR11A1	-4.849
OR11G2	-11.437
OR11H4	-11.718
OR11H6	-11.012
OR11L1	-8.193
OR12D2	-10.025
OR12D3	-7.271
OR13A1	-14.252
OR13C3	-12.717
OR13C4	-6.965
OR13C5	-3.606
OR13C8	-12.190
OR13C9	-12.688
OR13D1	-10.232
OR13F1	-11.602
OR13G1	-8.471
OR13H1	-10.657
OR13J1	-8.495
OR14A16	-4.147
OR14A2	-9.502
OR14C36	-11.203
OR14I1	-11.490
OR14J1	-12.085
OR14K1	-10.858
OR1A1	-12.584
OR1A2	-3.544
OR1B1	-14.705
OR1C1	-8.990
OR1D2	-6.867
OR1D5	-3.639
OR1E1	-12.288
OR1E2	-5.792
OR1F1	-2.952
OR1G1	-10.148
OR1I1	-4.726
OR1J1	-5.664
OR1J2	-9.858
OR1J4	-8.079
OR1K1	-12.398
OR1L1	-12.598
OR1L3	-10.601
OR1L4	-11.736
OR1L6	-2.010
OR1L8	-9.224
OR1M1	-6.345
OR1N1	-6.904
OR1N2	-5.456
OR1Q1	-8.672
OR1S2	-3.381
OR2A12	-10.030
OR2A14	-0.196
OR2A2	-5.504
OR2A25	-8.312
OR2A5	-9.069
OR2AE1	-8.126
OR2AG1	-14.788
OR2AG2	-9.778
OR2AJ1	-7.891
OR2AK2	-7.753
OR2AP1	-13.885
OR2AT4	-11.676
OR2B11	-6.326
OR2B2	-12.995
OR2B3	-6.842
OR2B6	-8.088
OR2C1	2.862
OR2C3	-9.509
OR2D2	-9.437
OR2D3	-12.643
OR2F1	-12.967
OR2F2	-9.690
OR2G2	-4.318
OR2G3	-6.558
OR2G6	-8.857
OR2H1	-14.448
OR2H2	2.716
OR2J3	-7.138
OR2K2	-6.925
OR2L13	-12.665
OR2L2	-10.322
OR2L5	-5.658
OR2M2	-4.235
OR2M3	-6.920
OR2M4	-11.012
OR2M5	-5.886
OR2M7	-3.899
OR2S2	-10.157
OR2T1	-8.139
OR2T10	-8.517
OR2T11	-5.455
OR2T12	-3.709
OR2T27	0.583
OR2T4	-9.890
OR2T6	-13.789
OR2T7	-8.992
OR2V1	-11.275
OR2V2	-7.781
OR2W1	-12.410
OR2W3	-12.454
OR2Y1	1.447
OR2Z1	-5.320
OR3A1	-6.345
OR3A2	-6.879
OR3A3	-6.070
OR4A15	-5.836
OR4A16	-10.289
OR4A47	-6.811
OR4A5	-0.164
OR4B1	-0.913
OR4C11	-9.423
OR4C12	-6.386
OR4C13	-5.405
OR4C15	-4.872
OR4C16	-12.865
OR4C3	-5.217
OR4C46	-4.507
OR4C5	-6.336
OR4C6	-11.683
OR4D1	-0.439
OR4D10	-2.282
OR4D11	-3.162
OR4D2	-11.501
OR4D5	-5.742
OR4D6	-2.207
OR4D9	-8.651
OR4E2	-5.518
OR4F15	-14.262
OR4F6	-5.886
OR4K1	-10.774
OR4K13	-12.023
OR4K14	-14.778
OR4K15	-10.375
OR4K17	-9.244
OR4K2	-15.993
OR4K5	-11.842
OR4L1	-14.548
OR4N2	-13.130
OR4N4	-1.740
OR4N5	-12.842
OR4P4	-10.910
OR4Q3	-5.030
OR4S1	-0.502
OR4S2	-8.117
OR4X1	-10.501
OR4X2	-7.077
OR51A4	-3.696
OR51A7	-13.584
OR51B2	1.855
OR51B4	-13.812
OR51B5	-12.205
OR51B6	-0.918
OR51D1	-2.822
OR51E1	-9.251
OR51E2	-10.112
OR51F1	-8.624
OR51F2	-2.917
OR51G1	-6.169
OR51G2	-2.576
OR51H1P	-6.106
OR51I1	-2.574
OR51I2	-0.794
OR51J1	-9.121
OR51L1	-7.366
OR51M1	-4.010
OR51Q1	2.849
OR51S1	3.064
OR51T1	-12.195
OR51V1	-5.870
OR52A1	-12.729
OR52A5	-8.384
OR52B2	-7.825
OR52B4	-1.503
OR52B6	-10.938
OR52D1	-9.686
OR52E2	-7.178
OR52E4	-10.432
OR52E6	-2.670
OR52E8	-10.372
OR52H1	-7.477
OR52I1	-6.198
OR52I2	-2.983
OR52J3	-6.834
OR52K1	-19.437
OR52K2	-6.319
OR52L1	-8.353
OR52M1	-11.763
OR52N1	-10.612
OR52N2	-11.361
OR52N4	-11.379
OR52N5	-12.073
OR52R1	-7.390
OR52W1	-14.921
OR56A1	-9.856
OR56A3	-11.607
OR56A4	-7.633
OR56B1	-11.104
OR56B4	-8.214
OR5A1	-4.994
OR5A2	-8.802
OR5AC2	-13.707
OR5AK2	-9.506
OR5AN1	-2.843
OR5AP2	-4.641
OR5AR1	-10.449
OR5AS1	-5.944
OR5AU1	2.106
OR5B12	-5.794
OR5B17	-10.152
OR5B2	-9.876
OR5B21	-8.701
OR5B3	-3.029
OR5C1	-9.959
OR5D13	-7.679
OR5D14	-6.988
OR5D16	-12.105
OR5D18	-12.372
OR5F1	-5.765
OR5H14	-4.432
OR5H2	-10.793
OR5I1	-9.511
OR5J2	-2.991
OR5K2	-2.592
OR5K3	-13.338
OR5K4	-4.879
OR5L1	-6.903
OR5L2	-8.398
OR5M11	-8.693
OR5M3	-8.810
OR5M8	-4.765
OR5M9	-9.062
OR5P2	-15.486
OR5P3	-7.788
OR5R1	-13.254
OR5T1	-16.164
OR5T2	-10.363
OR5T3	-9.620
OR5V1	-5.761
OR5W2	-10.868
OR6A2	-8.263
OR6B1	-3.944
OR6B2	-9.233
OR6B3	-10.961
OR6C1	-9.060
OR6C2	-7.680
OR6C3	-3.050
OR6C4	-11.631
OR6C6	-10.174
OR6C65	-6.356
OR6C68	-7.774
OR6C70	-16.422
OR6C74	-9.737
OR6C75	-2.119
OR6C76	-7.047
OR6F1	-10.813
OR6J1	-5.718
OR6K2	-11.449
OR6K3	-10.379
OR6K6	-5.387
OR6M1	-7.810
OR6N1	-9.307
OR6N2	-9.093
OR6P1	-11.863
OR6Q1	-14.301
OR6S1	-3.250
OR6T1	-9.291
OR6V1	-18.536
OR6X1	-2.637
OR6Y1	-10.925
OR7A10	-5.684
OR7A17	-10.639
OR7A5	-8.734
OR7C1	-8.198
OR7C2	-11.392
OR7D2	-4.406
OR7D4	-10.320
OR7E24	-10.936
OR7G1	-10.535
OR7G2	-4.049
OR7G3	-7.186
OR8A1	-2.725
OR8B12	-11.085
OR8B4	-7.557
OR8B8	-3.559
OR8D1	-5.754
OR8D2	-14.006
OR8D4	-9.590
OR8G5	-7.989
OR8H1	-9.957
OR8H2	-3.467
OR8J1	-3.083
OR8J3	-3.626
OR8K1	-12.673
OR8K3	-16.298
OR8K5	-7.016
OR8S1	-8.440
OR8U1	-4.932
OR9A2	-11.311
OR9A4	-8.179
OR9G1	-5.620
OR9G4	-6.102
OR9I1	-9.436
OR9K2	-13.967
OR9Q1	-12.976
OR9Q2	-9.452
ORAI1	-4.140
ORAI2	-4.523
ORAI3	-8.433
ORAOV1	20.483
ORC1	-2.065
ORC2	2.275
ORC3	5.097
ORC4	-6.052
ORC5	9.702
ORC6	5.044
ORM1	-10.134
ORM2	-12.031
ORMDL1	-17.330
ORMDL2	-11.604
ORMDL3	-7.565
OS9	1.946
OSBP	3.851
OSBP2	-11.229
OSBPL10	-8.418
OSBPL11	-9.665
OSBPL1A	-10.601
OSBPL2	-3.302
OSBPL3	-4.938
OSBPL5	-0.391
OSBPL6	-7.380
OSBPL7	-5.845
OSBPL8	-2.757
OSBPL9	-1.980
OSCAR	2.082
OSCP1	-6.057
OSER1	-10.988
OSGEP	-3.255
OSGEPL1	-5.248
OSGIN1	-4.302
OSGIN2	-12.849
OSM	-11.077
OSMR	-7.897
OSR1	-13.631
OSR2	-14.543
OST4	2.967
OSTC	-0.518
OSTF1	-6.652
OSTM1	-6.188
OSTN	-13.881
OTC	-13.294
OTOA	-10.459
OTOF	-8.119
OTOG	-11.502
OTOGL	-4.170
OTOL1	-9.446
OTOP1	7.764
OTOP2	-5.550
OTOP3	-5.894
OTOR	-4.711
OTOS	2.425
OTP	3.332
OTUB1	8.583
OTUB2	-11.621
OTUD1	-8.479
OTUD3	-5.679
OTUD4	18.057
OTUD5	13.023
OTUD6A	-10.685
OTUD6B	-20.001
OTUD7A	-1.611
OTUD7B	-8.818
OTX1	-4.581
OTX2	-5.548
OVCA2	-3.014
OVCH1	-3.645
OVGP1	-11.149
OVOL1	-6.828
OVOL2	-10.107
OVOL3	-11.361
OXA1L	10.538
OXCT1	-6.973
OXCT2	1.806
OXER1	-1.254
OXGR1	-12.699
OXLD1	-2.658
OXNAD1	-14.005
OXR1	-5.909
OXSM	6.033
OXSR1	-16.408
OXT	-11.257
OXTR	-10.850
P2RX1	5.721
P2RX2	-4.750
P2RX3	-5.162
P2RX4	-2.388
P2RX5	-2.551
P2RX6	-12.823
P2RX7	-2.635
P2RY1	-9.778
P2RY10	-14.007
P2RY11	-0.507
P2RY12	-6.745
P2RY13	-4.358
P2RY14	-4.799
P2RY2	-4.658
P2RY4	-9.224
P2RY6	-4.198
P4HA1	-4.069
P4HA2	-5.145
P4HA3	-7.623
P4HB	-8.312
P4HTM	-5.147
PA2G4	2.443
PAAF1	-0.801
PABPC1	-3.940
PABPC1L	-5.117
PABPC3	-12.237
PABPC4	4.808
PABPC4L	-3.427
PABPC5	-10.332
PABPN1	4.629
PABPN1L	-5.247
PACRG	-11.297
PACRGL	-12.665
PACS1	-17.859
PACS2	-8.977
PACSIN1	-5.973
PACSIN2	-13.481
PACSIN3	-4.077
PADI1	-8.718
PADI2	-16.887
PADI3	-5.721
PADI4	-7.921
PAEP	-12.648
PAF1	2.156
PAFAH1B1	18.586
PAFAH1B2	1.466
PAFAH1B3	-3.904
PAFAH2	0.082
PAG1	-9.143
PAGE1	-12.160
PAGE3	-10.340
PAGE4	-12.181
PAGE5	-11.201
PAGR1	-7.339
PAH	-7.069
PAICS	-1.464
PAIP1	-0.952
PAIP2	0.836
PAIP2B	-12.747
PAK1	-9.581
PAK1IP1	9.525
PAK2	5.788
PAK3	-5.634
PAK4	2.305
PAK6	-7.370
PAK7	-7.868
PALB2	-0.487
PALD1	-6.130
PALLD	-9.615
PALM	0.578
PALM2	3.220
PALM2-AKAP2	-8.737
PALM3	-6.319
PALMD	-10.801
PAM	-9.130
PAMR1	-5.416
PAN2	-1.662
PAN3	-5.909
PANK1	-7.368
PANK2	-15.256
PANK3	-2.027
PANK4	-12.173
PANX1	-8.684
PANX2	-13.256
PANX3	-9.742
PAOX	-2.685
PAPD4	-0.041
PAPD5	-5.871
PAPD7	3.938
PAPL	-2.278
PAPLN	-5.334
PAPOLA	-3.446
PAPOLB	-5.891
PAPOLG	-6.357
PAPPA	-7.855
PAPPA2	-11.122
PAPSS1	-8.809
PAPSS2	-8.420
PAQR3	-4.995
PAQR4	5.448
PAQR5	-9.489
PAQR6	-3.831
PAQR7	-8.833
PAQR8	-2.310
PAQR9	-8.552
PARD3	-15.060
PARD3B	-4.625
PARD6A	-6.660
PARD6B	-1.284
PARD6G	-6.059
PARK2	-14.359
PARK7	-11.492
PARL	0.675
PARM1	-9.413
PARN	18.181
PARP1	-1.379
PARP10	-3.832
PARP11	-4.478
PARP12	0.070
PARP14	-7.256
PARP15	-7.090
PARP16	-8.360
PARP2	-9.337
PARP3	-9.991
PARP4	-5.965
PARP6	-7.801
PARP8	-0.749
PARP9	-13.292
PARPBP	-9.318
PARS2	-2.660
PARVA	0.963
PARVB	-5.993
PARVG	-17.375
PASD1	-16.747
PASK	-4.931
PATE1	-10.836
PATE2	-13.910
PATE3	-8.602
PATE4	-11.869
PATL1	-4.515
PATL2	-12.346
PATZ1	-3.238
PAWR	-8.340
PAX1	-10.217
PAX2	-6.651
PAX3	-8.132
PAX4	-11.020
PAX5	-8.615
PAX6	5.249
PAX7	-15.532
PAX8	-8.615
PAX9	-8.165
PAXBP1	15.346
PAXIP1	-9.376
PBDC1	-9.061
PBK	-8.896
PBLD	-3.685
PBOV1	-13.769
PBRM1	-1.086
PBX1	-11.713
PBX2	-6.371
PBX3	-6.874
PBX4	-10.010
PBXIP1	-8.403
PC	2.936
PCBD1	-5.915
PCBD2	-8.600
PCBP1	13.244
PCBP2	6.835
PCBP3	-8.356
PCBP4	-6.833
PCCA	-4.755
PCCB	-9.994
PCDH1	-6.247
PCDH10	-11.649
PCDH11X	-11.086
PCDH11Y	-6.986
PCDH12	-5.151
PCDH15	-11.184
PCDH17	-7.179
PCDH18	-9.767
PCDH19	-7.985
PCDH20	-10.470
PCDH7	-3.259
PCDH8	-9.803
PCDH9	-13.391
PCDHA1	-10.177
PCDHA10	-7.125
PCDHA11	-3.773
PCDHA12	-7.710
PCDHA13	-13.718
PCDHA2	-4.328
PCDHA3	-12.700
PCDHA4	-10.140
PCDHA5	-6.885
PCDHA6	-8.510
PCDHA7	-6.452
PCDHA8	-5.208
PCDHA9	-7.853
PCDHAC1	-8.200
PCDHAC2	-4.169
PCDHB1	-3.093
PCDHB10	-1.090
PCDHB11	-3.928
PCDHB12	-7.455
PCDHB13	-8.372
PCDHB14	-8.962
PCDHB15	-7.335
PCDHB16	-8.937
PCDHB2	-6.954
PCDHB3	-11.307
PCDHB4	-10.346
PCDHB5	-2.064
PCDHB6	-4.258
PCDHB7	-5.442
PCDHB8	-9.441
PCDHGA1	-3.309
PCDHGA10	-7.596
PCDHGA11	-9.067
PCDHGA12	-4.929
PCDHGA2	-8.565
PCDHGA3	-9.839
PCDHGA4	-8.763
PCDHGA5	-2.526
PCDHGA6	-7.309
PCDHGA7	-7.227
PCDHGA8	-8.899
PCDHGA9	-4.014
PCDHGB1	-4.287
PCDHGB2	-5.679
PCDHGB3	-15.251
PCDHGB4	-8.189
PCDHGB6	-7.920
PCDHGB7	-6.604
PCDHGC3	-2.409
PCDHGC4	-11.785
PCDHGC5	-6.446
PCDP1	-1.111
PCED1A	-10.314
PCED1B	-9.003
PCF11	1.583
PCGF1	-11.184
PCGF2	-0.936
PCGF3	-4.995
PCGF5	-0.034
PCGF6	-11.799
PCID2	1.680
PCIF1	-4.854
PCK1	-8.189
PCK2	-9.133
PCLO	-5.316
PCM1	-1.477
PCMT1	-2.485
PCMTD1	-1.251
PCMTD2	-2.765
PCNA	10.711
PCNP	-1.295
PCNT	-5.209
PCNX	-9.993
PCNXL2	-8.590
PCNXL3	5.799
PCNXL4	-3.315
PCOLCE	-9.093
PCOLCE2	-9.930
PCP2	-3.435
PCP4	-3.482
PCP4L1	-14.106
PCSK1	-4.555
PCSK1N	-8.656
PCSK2	-4.433
PCSK4	-2.701
PCSK5	-12.084
PCSK7	2.812
PCSK9	-3.981
PCTP	-5.864
PCYOX1	-1.710
PCYOX1L	-7.805
PCYT1A	-4.695
PCYT1B	-9.010
PCYT2	-9.089
PDAP1	7.437
PDC	-10.854
PDCD1	-6.389
PDCD10	-34.753
PDCD11	16.384
PDCD1LG2	-5.725
PDCD2	8.534
PDCD2L	-0.261
PDCD4	-6.040
PDCD5	5.953
PDCD6	-9.205
PDCD6IP	-2.925
PDCD7	13.923
PDCL	13.511
PDCL2	-12.005
PDCL3	2.437
PDDC1	1.338
PDE10A	-11.211
PDE11A	-8.155
PDE12	0.763
PDE1A	-12.592
PDE1B	2.808
PDE1C	-8.541
PDE2A	-1.926
PDE3A	-6.493
PDE3B	-9.009
PDE4A	-3.489
PDE4B	-10.259
PDE4C	-10.100
PDE4D	-11.141
PDE4DIP	0.701
PDE5A	-12.592
PDE6A	-5.837
PDE6B	-9.669
PDE6C	-5.543
PDE6D	-10.544
PDE6G	-7.960
PDE6H	-8.901
PDE7A	-5.966
PDE7B	-7.801
PDE8A	-10.400
PDE8B	-0.738
PDE9A	-9.613
PDF	-8.434
PDGFA	0.711
PDGFB	-12.327
PDGFC	-10.006
PDGFD	-8.754
PDGFRA	-2.074
PDGFRB	5.369
PDGFRL	-5.174
PDHA1	-12.037
PDHA2	-12.677
PDHB	-8.455
PDHX	-10.883
PDIA2	-8.163
PDIA3	-1.098
PDIA4	-2.369
PDIA5	-9.187
PDIA6	-11.004
PDIK1L	-4.575
PDILT	-7.537
PDK1	-7.391
PDK2	-2.663
PDK3	0.683
PDK4	-7.066
PDLIM1	-8.930
PDLIM2	-7.720
PDLIM3	-11.400
PDLIM4	-10.631
PDLIM5	-9.609
PDLIM7	-2.194
PDP1	-9.621
PDP2	5.391
PDPK1	14.218
PDPN	-8.259
PDPR	6.259
PDRG1	15.921
PDS5A	5.770
PDS5B	2.836
PDSS1	3.791
PDSS2	-4.414
PDX1	-13.064
PDXDC1	5.668
PDXK	-7.726
PDXP	-11.053
PDYN	-5.113
PDZD11	-8.417
PDZD2	-9.835
PDZD3	-6.068
PDZD4	-4.435
PDZD7	-2.895
PDZD8	-7.744
PDZD9	-11.151
PDZK1	-6.402
PDZK1IP1	-3.894
PDZRN3	-13.512
PDZRN4	-7.356
PEA15	-6.691
PEAK1	-4.672
PEAR1	-5.031
PEBP1	-0.089
PEBP4	-5.310
PECR	-9.913
PEF1	1.902
PEG10	-0.301
PEG3	-10.519
PELI1	-7.372
PELI2	-10.321
PELI3	-2.686
PELO	5.223
PELP1	14.660
PEMT	-4.348
PENK	-11.047
PEPD	-5.082
PER1	-5.769
PER2	-18.711
PER3	-6.386
PERP	-8.326
PES1	14.258
PET100	-3.270
PET112	-2.166
PET117	0.215
PEX1	-1.409
PEX10	-1.759
PEX11A	-6.172
PEX11B	-8.577
PEX11G	-12.051
PEX12	-6.527
PEX13	-8.607
PEX14	-8.022
PEX16	-5.947
PEX19	-4.900
PEX2	-4.489
PEX26	-8.526
PEX3	-7.848
PEX5	-2.586
PEX5L	-6.112
PEX6	-10.737
PEX7	-5.875
PF4	-0.234
PF4V1	-12.951
PFAS	6.086
PFDN1	5.819
PFDN2	10.576
PFDN4	1.583
PFDN5	4.560
PFDN6	6.149
PFKFB1	-10.355
PFKFB2	-7.074
PFKFB3	-8.604
PFKFB4	-11.412
PFKL	1.320
PFKM	0.617
PFKP	-15.494
PFN1	17.421
PFN2	-9.251
PFN3	-11.377
PFN4	-7.047
PGAM2	0.224
PGAM4	-1.276
PGAM5	-2.889
PGAP1	-5.951
PGAP2	2.489
PGAP3	-7.541
PGBD1	-9.136
PGBD2	-8.554
PGBD3	-14.658
PGBD4	-5.531
PGBD5	-12.157
PGC	-7.621
PGD	3.352
PGF	-8.977
PGGT1B	10.523
PGK1	1.671
PGK2	-11.281
PGLS	-3.005
PGLYRP1	-9.327
PGLYRP2	-6.703
PGLYRP3	-12.804
PGLYRP4	-8.230
PGM1	-8.885
PGM2	-9.557
PGM2L1	-7.907
PGM3	-5.204
PGM5	1.277
PGP	-5.104
PGPEP1	-9.764
PGPEP1L	-7.746
PGR	-5.958
PGRMC1	0.369
PGRMC2	0.080
PGS1	11.500
PHACTR1	-12.849
PHACTR2	-6.567
PHACTR3	-8.623
PHACTR4	0.013
PHAX	-0.753
PHB	0.897
PHB2	22.677
PHC1	2.204
PHC2	-9.254
PHC3	-5.496
PHEX	-9.915
PHF1	-5.695
PHF10	-7.375
PHF11	-9.917
PHF12	6.508
PHF13	-11.547
PHF14	-8.733
PHF15	-3.789
PHF16	-7.559
PHF17	-2.419
PHF19	-8.093
PHF2	-10.260
PHF20	-8.619
PHF20L1	-10.420
PHF21A	1.203
PHF21B	-9.329
PHF23	-5.020
PHF3	-14.751
PHF5A	8.913
PHF6	-7.063
PHF7	-2.768
PHF8	-3.847
PHGDH	-10.042
PHGR1	-9.652
PHIP	-11.485
PHKA1	2.000
PHKA2	-15.472
PHKB	-2.432
PHKG1	-2.748
PHKG2	-11.907
PHLDA1	-11.340
PHLDA2	-2.174
PHLDA3	-9.107
PHLDB1	-10.417
PHLDB2	-8.639
PHLDB3	-9.206
PHLPP1	-9.856
PHLPP2	-13.893
PHOSPHO1	-8.956
PHOSPHO2	-1.085
PHOX2A	1.927
PHOX2B	-12.145
PHPT1	-7.723
PHRF1	3.664
PHTF1	-8.868
PHTF2	-8.295
PHYH	-9.940
PHYHD1	-7.055
PHYHIP	-3.345
PHYHIPL	-9.506
PHYKPL	-8.675
PI15	-10.310
PI16	-12.399
PI3	-6.614
PI4K2A	-4.360
PI4K2B	-1.316
PI4KA	11.823
PI4KB	9.951
PIANP	-8.710
PIAS1	-4.767
PIAS2	-11.638
PIAS3	-8.324
PIAS4	-1.884
PIBF1	-10.255
PICALM	-4.328
PICK1	-6.145
PID1	-8.916
PIDD	2.655
PIEZO1	-2.177
PIEZO2	-11.091
PIF1	-8.686
PIFO	-5.244
PIGA	-9.461
PIGB	-4.711
PIGC	-2.651
PIGF	-4.052
PIGG	-12.794
PIGH	4.995
PIGK	-16.456
PIGL	-5.120
PIGM	-0.401
PIGN	-5.548
PIGO	-1.092
PIGP	-7.875
PIGQ	-10.949
PIGR	-9.044
PIGS	1.091
PIGT	-6.004
PIGV	-8.131
PIGW	-1.037
PIGZ	-4.821
PIH1D1	-2.567
PIH1D2	-4.804
PIH1D3	-9.723
PIK3AP1	-11.688
PIK3C2A	-4.416
PIK3C2B	-1.736
PIK3C2G	-8.121
PIK3C3	-4.772
PIK3CA	-5.801
PIK3CB	7.396
PIK3CD	-11.014
PIK3CG	-3.178
PIK3IP1	-3.597
PIK3R1	-8.486
PIK3R2	-12.799
PIK3R3	-13.301
PIK3R4	-4.805
PIK3R5	-12.073
PIKFYVE	-6.502
PILRA	-10.048
PILRB	-1.393
PIM1	-3.154
PIM2	-4.568
PIM3	-13.900
PIN1	-8.464
PIN4	-2.674
PINK1	-3.836
PINLYP	-4.147
PIP	-6.631
PIP4K2A	-10.697
PIP4K2B	1.136
PIP4K2C	-3.743
PIP5K1A	1.175
PIP5K1B	-9.848
PIP5K1C	-10.099
PIP5KL1	-3.263
PIPOX	-3.577
PIR	-15.750
PIRT	-8.987
PISD	-0.654
PITHD1	-10.879
PITPNA	-8.257
PITPNB	-9.272
PITPNC1	-7.872
PITPNM1	-9.695
PITPNM2	-8.540
PITPNM3	-12.121
PITRM1	-9.659
PITX1	-7.114
PITX2	-11.655
PITX3	-9.341
PIWIL1	-7.937
PIWIL2	-10.601
PIWIL3	-5.686
PIWIL4	-7.269
PJA1	-10.366
PJA2	-5.714
PKD1	-6.687
PKD1L1	-8.299
PKD2	-7.464
PKD2L1	-4.510
PKD2L2	1.069
PKDCC	-9.007
PKDREJ	-10.807
PKHD1	-14.209
PKHD1L1	-11.231
PKIA	-7.966
PKIB	-11.903
PKIG	1.759
PKLR	-5.183
PKM	8.127
PKMYT1	0.880
PKN1	-7.118
PKN2	-2.176
PKN3	-15.055
PKNOX1	-11.309
PKNOX2	-6.177
PKP1	-9.091
PKP2	-9.149
PKP3	-4.900
PKP4	-4.689
PLA1A	-11.963
PLA2G10	-5.814
PLA2G12A	5.385
PLA2G12B	-13.580
PLA2G15	-9.877
PLA2G16	-5.879
PLA2G1B	-8.520
PLA2G2A	-8.610
PLA2G2C	-3.887
PLA2G2D	-10.112
PLA2G2E	-3.895
PLA2G2F	-9.978
PLA2G3	-9.064
PLA2G4A	-13.783
PLA2G4B	-2.200
PLA2G4C	-9.038
PLA2G4D	-10.638
PLA2G4E	2.228
PLA2G4F	-11.584
PLA2G5	-12.431
PLA2G6	-11.540
PLA2G7	-9.637
PLA2R1	-9.122
PLAA	-6.561
PLAC1	-12.170
PLAC1L	-2.970
PLAC8	0.125
PLAC8L1	-5.289
PLAC9	-0.081
PLAG1	-4.587
PLAGL1	6.739
PLAGL2	-8.579
PLAT	-10.582
PLAU	-7.948
PLAUR	-9.290
PLB1	-0.989
PLBD1	-9.825
PLBD2	-8.592
PLCB1	-10.009
PLCB2	-9.601
PLCB3	0.884
PLCB4	-4.271
PLCD1	-6.498
PLCD4	-7.614
PLCE1	6.680
PLCG1	-5.816
PLCG2	-5.634
PLCH1	-5.879
PLCH2	-7.391
PLCL1	-14.063
PLCL2	-9.011
PLCXD2	-9.959
PLCXD3	-9.455
PLCZ1	-13.502
PLD1	-5.938
PLD2	-7.122
PLD3	-4.589
PLD4	-10.161
PLD5	-7.957
PLD6	-8.238
PLEC	-10.289
PLEK	-9.998
PLEK2	-5.107
PLEKHA1	-9.827
PLEKHA2	-13.373
PLEKHA3	-13.581
PLEKHA4	-3.643
PLEKHA5	-4.798
PLEKHA6	-1.765
PLEKHA7	-9.460
PLEKHA8	-3.899
PLEKHB1	-4.033
PLEKHB2	-7.192
PLEKHD1	1.092
PLEKHF1	-11.342
PLEKHF2	-7.652
PLEKHG1	-10.661
PLEKHG2	3.365
PLEKHG3	-11.609
PLEKHG4	-7.491
PLEKHG4B	-7.842
PLEKHG5	-3.003
PLEKHG6	-0.539
PLEKHG7	-4.393
PLEKHH1	-12.608
PLEKHH2	-4.958
PLEKHH3	-3.999
PLEKHJ1	-5.770
PLEKHM1	11.125
PLEKHM2	-7.847
PLEKHM3	-6.291
PLEKHN1	-11.603
PLEKHO1	-6.354
PLEKHO2	-4.227
PLEKHS1	-4.673
PLG	-3.315
PLGRKT	-8.530
PLIN1	-9.184
PLIN2	-10.589
PLIN3	-5.916
PLIN4	-6.368
PLIN5	-0.200
PLK1	11.795
PLK2	4.087
PLK3	1.921
PLK4	11.032
PLK5	-3.911
PLLP	-7.007
PLN	-3.209
PLOD1	-6.973
PLOD2	-10.290
PLOD3	-7.800
PLP1	-11.538
PLP2	-9.029
PLRG1	4.433
PLS1	-9.895
PLS3	-7.684
PLSCR1	-5.969
PLSCR2	-8.858
PLSCR4	-2.339
PLSCR5	-2.944
PLTP	-3.900
PLVAP	-6.652
PLXDC1	-4.028
PLXDC2	-10.663
PLXNA1	-12.300
PLXNA2	0.444
PLXNA3	-8.403
PLXNA4	-10.205
PLXNB1	3.481
PLXNB2	-0.956
PLXNB3	-11.152
PLXNC1	-1.687
PLXND1	-5.951
PM20D1	1.605
PMAIP1	-5.757
PMCH	-5.609
PMEL	-3.234
PMEPA1	-7.908
PMF1	1.128
PMFBP1	-2.460
PML	-9.542
PMM1	-5.928
PMM2	-1.924
PMP2	-8.818
PMP22	-9.147
PMPCA	2.656
PMPCB	6.829
PMS1	-10.798
PMS2	-0.135
PMVK	-2.459
PNCK	-14.069
PNISR	-6.496
PNKD	-13.626
PNKP	5.639
PNLDC1	-4.882
PNLIP	-5.627
